Customer Name,Refractory,Lining type,campaign,Heat number (life number),Total Heat Time previous (minutes),Total Heat Time (minutes),Scrap (MT),Sponge (MT),Hot Heel (MT),Alloys (MT),Input (MT),Final C%,Tapping Temperature,Output (MT),Output + Next Hot Heel (MT),Input energy previous (KWH),Input energy (KWH),Previous Voltage,Previous Frequency,Previous Rating of the Furnace,Voltage,Frequency,Rating of the furnace (KW),Melt rate (MT/Hr),Efficiency (MT/KWH),Number of capacitors removed,Refractory lining before heating,Refractory lining after heating,Previous Input,Previous Output,Power,Power previous,Carbon addition (Kg),SiMn addition (Kg),Pig iron addition (MT) ,Scrap (KG),Output (KG),Pig iron (KG),Lumps(%),Pellets(%),Fines(%),Pellets(kg),Lumps(Kg),Fines (Kg)
Godavari,NRM,NL,20,2,365,180,1.5,15.28,1,0,17.78,,,13,15,16880,12880,,,,,,,5,0.001164596,,6.55,6.48,19.32,15.4,4293.33,2774.79,,,,,,,20.4,72.6,7,72.6,,
Godavari,NRM,NL,20,3,180,185,,15.73,2,0,17.73,,,12.9,14.9,12880,12880,,,,,,,4.83,0.001156832,,6.48,6.4,17.78,13,4177.3,4293.33,,,,,,,20.4,72.6,7,72.6,,
Godavari,NRM,NL,20,4,185,155,,15,2,0,17,,,12.3,14.3,12880,10720,,,,,,,5.54,0.001333955,,6.4,6.33,17.73,12.9,4149.68,4177.3,,,,,,,20.4,72.6,7,72.6,,
Godavari,NRM,NL,20,5,155,150,,14.02,2,0,16.02,,,11.5,13.5,10720,10800,,,,,,,5.4,0.00125,,6.33,6.26,17,12.3,4320,4149.68,,,,,,,20.4,72.6,7,72.6,,
Godavari,NRM,NL,20,6,150,175,,15.85,2,0,17.85,,,13,15,10800,10600,,,,,,,5.14,0.001415094,,6.26,6.18,16.02,11.5,3634.29,4320,,,,,,,20.4,72.6,7,72.6,,
Godavari,NRM,NL,20,7,175,190,,17.07,2,0,19.07,,,14,16,10600,14360,,,,,,,5.05,0.001114206,,6.18,6.11,17.85,13,4534.74,3634.29,,,,,,,20.4,72.6,7,72.6,,
Godavari,NRM,NL,20,8,190,220,,17.07,2,0,19.07,,,14,16,14360,14400,,,,,,,4.36,0.001111111,,6.11,6.04,19.07,14,3927.27,4534.74,,,,,,,20.4,72.6,7,72.6,,
Godavari,NRM,NL,20,9,220,180,,18.41,2,0,20.41,,,15.1,17.1,14400,13680,,,,,,,5.7,0.00125,,6.04,5.96,19.07,14,4560,3927.27,,,,,,,22.4,77.6,,77.6,,
Godavari,NRM,NL,20,10,180,180,,18.17,2,0,20.17,,,14.9,16.9,13680,13160,,,,,,,5.63,0.001284195,,5.96,5.89,20.41,15.1,4386.67,4560,,,,,,,22.4,77.6,,77.6,,
Godavari,NRM,NL,20,11,180,215,,13.54,2,0,15.54,,,10.6,13.1,13160,11200,,,,,,,3.66,0.001169643,,5.89,5.82,20.17,14.9,3125.58,4386.67,,,,,,,22.4,77.6,,77.6,,
Godavari,NRM,NL,20,12,215,175,,15.98,2.5,0,18.48,,,13.1,15.6,11200,13680,,,,,,,5.35,0.001140351,,5.82,5.74,15.54,10.6,4690.29,3125.58,,,,,,,22.4,77.6,,77.6,,
Godavari,NRM,NL,20,13,175,180,,17.32,2.5,0,19.82,,,14.7,16.7,13680,13560,,,,,,,5.57,0.001231563,,5.74,5.67,18.48,13.1,4520,4690.29,,,,,,,22.4,77.6,,77.6,,
Godavari,NRM,NL,20,14,180,180,,16.1,2,0,18.1,,,12.7,15.2,13560,14320,,,,,,,5.07,0.001061453,,5.67,5.6,19.82,14.7,4773.33,4520,,,,,,,22.4,77.6,,77.6,,
Godavari,NRM,NL,20,15,180,220,,18.17,2.5,0,20.67,,,15.4,17.4,14320,15640,,,,,,,4.75,0.001112532,,5.6,5.52,18.1,12.7,4265.45,4773.33,,,,,,,22.4,77.6,,77.6,,
Godavari,NRM,NL,20,16,220,195,,19.76,2,0,21.76,,,16.2,18.2,15640,14280,,,,,,,5.6,0.00127451,,5.52,5.45,20.67,15.4,4393.85,4265.45,,,,,,,19,73,8,73,,
Godavari,NRM,NL,20,17,195,200,,18.29,2,0,20.29,,,15,17,14280,13840,,,,,,,5.1,0.001228324,,5.45,5.38,21.76,16.2,4152,4393.85,,,,,,,19,73,8,73,,
Godavari,NRM,NL,20,18,200,335,,16.83,2,0,18.83,,,13.8,15.8,13840,16680,,,,,,,2.83,0.000947242,,5.38,5.3,20.29,15,2987.46,4152,,,,,,,19,73,8,73,,
Godavari,NRM,NL,20,19,335,265,,18.78,2,0,20.78,,,15.4,17.4,16680,14360,,,,,,,3.94,0.001211699,,5.3,5.23,18.83,13.8,3251.32,2987.46,,,,,,,19,73,8,73,,
Godavari,NRM,NL,20,20,265,185,,16.46,2,0,18.46,,,13.5,15.5,14360,13680,,,,,,,5.03,0.001133041,,5.23,5.16,20.78,15.4,4436.76,3251.32,,,,,,,19,73,8,73,,
Godavari,NRM,NL,20,21,185,180,,16.83,2,0,18.83,,,13.8,15.8,13680,13240,,,,,,,5.27,0.001193353,,5.16,5.08,18.46,13.5,4413.33,4436.76,,,,,,,19,73,8,73,,
Godavari,NRM,NL,20,22,180,180,,19.27,2,0,21.27,,,15.8,17.8,13240,13400,,,,,,,5.93,0.001328358,,5.08,5.01,18.83,13.8,4466.67,4413.33,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,23,180,160,,18.66,2,0,20.66,,,15.3,17.3,13400,12690,,,,,,,6.49,0.001363278,,5.01,4.94,21.27,15.8,4758.75,4466.67,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,24,160,170,,18.29,2,0,20.29,,,17,17,12690,14150,,,,,,,6,0.001201413,,4.94,4.86,20.66,15.3,4994.12,4758.75,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,25,170,190,2.4,16.77,,0,19.17,,,13.6,16.1,14150,12800,,,,,,,5.08,0.001257813,,4.86,4.79,20.29,17,4042.11,4994.12,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,26,190,180,,16.46,2.5,0,18.96,,,14,16,12800,12880,,,,,,,5.33,0.001242236,,4.79,4.72,19.17,13.6,4293.33,4042.11,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,27,180,165,,17.93,2,0,19.93,,,14.7,16.7,12880,12460,,,,,,,6.07,0.001340289,,4.72,4.64,18.96,14,4530.91,4293.33,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,28,165,195,,19.39,2,0,21.39,,,15.9,17.9,12460,14280,,,,,,,5.51,0.001253501,,4.64,4.57,19.93,14.7,4393.85,4530.91,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,29,195,200,,19.27,2,0,21.27,,,15.8,17.8,14280,14740,,,,,,,5.34,0.001207598,,4.57,4.5,21.39,15.9,4422,4393.85,,,,,,,7,93,,93,,
Godavari,NRM,NL,20,30,200,370,,18.66,2,0,20.66,,,15.3,17.3,14740,13860,,,,,,,2.81,0.001248196,,4.5,4.42,21.27,15.8,2247.57,4422,,,,,,,16.5,83.5,,83.5,,
Godavari,NRM,NL,20,31,370,165,,15.49,2,0,17.49,,,12.7,14.7,13860,11800,,,,,,,5.35,0.001245763,,4.42,4.35,20.66,15.3,4290.91,2247.57,,,,,,,16.5,83.5,,83.5,,
Godavari,NRM,NL,20,32,165,170,,18.41,2,0,20.41,,,15.1,17.1,11800,13520,,,,,,,6.04,0.001264793,,4.35,4.28,17.49,12.7,4771.76,4290.91,,,,,,,16.5,83.5,,83.5,,
Godavari,NRM,NL,20,33,170,175,,18.66,2,0,20.66,,,15.3,17.3,13520,13860,,,,,,,5.93,0.001248196,,4.28,4.2,20.41,15.1,4752,4771.76,,,,,,,16.5,83.5,,83.5,,
Godavari,NRM,NL,20,34,175,175,,17.68,2,0,19.68,,,14.5,16.5,13860,13640,,,,,,,5.66,0.001209677,,4.2,4.13,20.66,15.3,4676.57,4752,,,,,,,16.5,83.5,,83.5,,
Godavari,NRM,NL,20,35,175,180,,19.76,2,0,21.76,,,16.2,18.2,13640,15480,,,,,,,6.07,0.001175711,,4.13,4.06,19.68,14.5,5160,4676.57,,,,,,,16.5,83.5,,83.5,,
Godavari,NRM,NL,20,36,180,190,,18.41,2,0,20.41,,,15.1,17.1,15480,14600,,,,,,,5.4,0.001171233,,4.06,3.98,21.76,16.2,4610.53,5160,,,,,,,16.5,83.5,,83.5,,
Godavari,NRM,NL,20,37,190,170,,18.9,2,0,20.9,,,16.5,17.5,14600,15200,,,,,,,6.18,0.001151316,,3.98,3.91,20.41,15.1,5364.71,4610.53,,,,,,,18.2,81.8,,81.8,,
Godavari,NRM,NL,20,38,170,220,1,19.29,1,0,21.29,,,15.8,17.8,15200,15010,,,,,,,4.85,0.001185876,,3.91,3.84,20.9,16.5,4093.64,5364.71,,,,,,,18.2,81.8,,81.8,,
Godavari,NRM,NL,20,39,220,180,,19.76,2,0,21.76,,,16.2,18.2,15010,16760,,,,,,,6.07,0.001085919,,3.84,3.76,21.29,15.8,5586.67,4093.64,,,,,,,18.2,81.8,,81.8,,
Godavari,NRM,NL,20,40,180,190,,18.05,2,0,20.05,,,14.8,16.8,16760,14650,,,,,,,5.31,0.001146758,,3.76,3.69,21.76,16.2,4626.32,5586.67,,,,,,,18.2,81.8,,81.8,,
Godavari,NRM,NL,20,41,190,180,,19.76,2,0,21.76,,,16.2,18.2,14650,15700,,,,,,,6.07,0.001159236,,3.69,3.62,20.05,14.8,5233.33,4626.32,,,,,,,18.2,81.8,,81.8,,
Godavari,NRM,NL,20,42,180,175,,17.44,2,0,19.44,,,14.3,16.3,15700,13920,,,,,,,5.59,0.001170977,,3.62,3.54,21.76,16.2,4772.57,5233.33,,,,,,,18.2,81.8,,81.8,,
Godavari,NRM,NL,20,43,175,190,,18.9,2,0,20.9,,,15.5,17.5,13920,15200,,,,,,,5.53,0.001151316,,3.54,3.47,19.44,14.3,4800,4772.57,,,,,,,18.2,81.8,,81.8,,
Godavari,NRM,NL,20,44,190,180,,18.54,2,0,20.54,,,15.2,17.2,15200,13980,,,,,,,5.73,0.001230329,,3.47,3.39,20.9,15.5,4660,4800,,,,,,,18.8,81.2,,81.2,,
Godavari,NRM,NL,20,45,180,165,,18.29,2,0,20.29,,,14.5,17,13980,13340,,,,,,,6.18,0.001274363,,3.39,3.32,20.54,15.2,4850.91,4660,,,,,,,18.8,81.2,,81.2,,
Godavari,NRM,NL,20,46,165,195,,22.56,2.5,0,25.06,,,19,21,13340,17100,,,,,,,6.46,0.00122807,,3.32,3.25,20.29,14.5,5261.54,4850.91,,,,,,,18.8,81.2,,81.2,,
Godavari,NRM,NL,20,47,195,175,2.5,16.4,2,0,20.9,,,15.9,17.9,17100,14630,,,,,,,6.14,0.001223513,,3.25,3.17,25.06,19,5016,5261.54,,,,,,,18.8,81.2,,81.2,,
Godavari,NRM,NL,20,48,175,190,,19.63,2,0,21.63,,,16.1,18.1,14630,14810,,,,,,,5.72,0.001222147,,3.17,3.1,20.9,15.9,4676.84,5016,,,,,,,18.8,81.2,,81.2,,
Godavari,NRM,NL,20,49,190,180,,20,2,0,22,,,16.4,18.4,14810,15090,,,,,,,6.13,0.001219351,,3.1,3.03,21.63,16.1,5030,4676.84,,,,,,,18.8,81.2,,81.2,,
Godavari,NRM,NL,20,50,180,180,,18.66,2,0,20.66,,,15.3,17.3,15090,14450,,,,,,,5.77,0.001197232,,3.03,2.95,22,16.4,4816.67,5030,,,,,,,18.8,81.2,,81.2,,
Godavari,NRM,NL,20,51,180,195,,19.88,2,0,21.88,,,16.3,18.3,14450,15320,,,,,,,5.63,0.001194517,,2.95,2.88,20.66,15.3,4713.85,4816.67,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,52,195,150,,17.93,2,0,19.93,,,14.7,16.7,15320,13810,,,,,,,6.68,0.001209269,,2.88,2.81,21.88,16.3,5524,4713.85,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,53,150,180,,17.2,2,0,19.2,,,14.1,16.1,13810,13320,,,,,,,5.37,0.001208709,,2.81,2.73,19.93,14.7,4440,5524,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,54,180,465,,20.49,2,0,22.49,,,16.8,18.8,13320,15875,,,,,,,2.43,0.001184252,,2.73,2.66,19.2,14.1,2048.39,4440,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,55,465,180,,18.54,2,0,20.54,,,15.2,17.2,15875,14360,,,,,,,5.73,0.001197772,,2.66,2.59,22.49,16.8,4786.67,2048.39,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,56,180,170,,18.66,2,0,20.66,,,15.3,17.3,14360,14650,,,,,,,6.11,0.001180887,,2.59,2.51,20.54,15.2,5170.59,4786.67,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,57,170,185,,18.66,2,0,20.66,,,15.3,17.3,14650,14665,,,,,,,5.61,0.00117968,,2.51,2.44,20.66,15.3,4756.22,5170.59,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,58,185,230,,21.1,2,0,23.1,,,17.3,19.3,14665,15910,,,,,,,5.03,0.001213074,,2.44,2.37,20.66,15.3,4150.43,4756.22,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,59,230,300,,20.37,2,0,22.37,,,16.7,18.7,15910,15360,,,,,,,3.74,0.001217448,,2.37,2.29,23.1,17.3,3072,4150.43,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,60,300,170,,19.88,2,0,21.88,,,16.3,18.3,15360,14990,,,,,,,6.46,0.001220814,,2.29,2.22,22.37,16.7,5290.59,3072,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,61,170,165,,18.41,2,0,20.41,,,15.1,17.1,14990,13890,,,,,,,6.22,0.001231102,,2.22,2.15,21.88,16.3,5050.91,5290.59,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,62,165,175,,19.51,2,0,21.51,,,18,18,13890,16550,,,,,,,6.17,0.001087613,,2.15,2.07,20.41,15.1,5674.29,5050.91,,,,,,,25,75,,75,,
Godavari,NRM,NL,20,63,175,190,2.5,14.33,,0,16.83,,,14.2,14.2,16550,12945,,,,,,,4.48,0.001096949,,2.07,2,21.51,18,4087.89,5674.29,,,,,,,25,75,,75,,
Godavari,SRM,NL,21,12,0,165,1.6,7.62,,0.18,9.4,,,8,8,0,6920,0,0,,,,,2.91,0.001156069,,6.63,2,0,0,2516.36,0,80,100,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,1,0,200,3.2,9.07,,0.23,12.5,,,10.8,10.8,0,9720,0,0,,,,,3.24,0.001111111,,6.63,6.16,0,0,2916,0,100,130,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,2,200,150,2.4,9.68,,0.21,12.29,,,10.5,10.5,9720,9120,,,,,,,4.2,0.001151316,,6.16,5.7,12.5,10.8,3648,2916,60,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,3,150,150,1.6,11.03,,0.19,12.82,,,10.8,10.8,9120,9640,,,,,,,4.32,0.001120332,,5.7,5.24,12.29,10.5,3856,3648,60,130,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,4,150,180,1.6,12.56,,0.23,14.39,,,12.1,12.1,9640,10120,,,,,,,4.03,0.001195652,,5.24,4.78,12.82,10.8,3373.33,3856,80,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,5,180,190,1.6,12.45,,0.22,14.27,,,12,12,10120,10480,,,,,,,3.79,0.001145038,,4.78,4.31,14.39,12.1,3309.47,3373.33,80,140,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,6,190,190,1.6,12.69,,0.23,14.52,,,12.2,12.2,10480,10680,,,,,,,3.85,0.001142322,,4.31,3.85,14.27,12,3372.63,3309.47,80,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,7,190,190,1.6,12.81,,0.23,14.64,,,12.3,12.3,10680,10500,,,,,,,3.88,0.001171429,,3.85,3.39,14.52,12.2,3315.79,3372.63,80,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,8,190,170,1.6,10.99,,0.22,12.81,,,10.8,10.8,10500,9280,,,,,,,3.81,0.001163793,,3.39,2.93,14.64,12.3,3275.29,3315.79,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,22,9,170,170,2.4,10.91,,0.2,13.51,,,11.5,11.5,9280,9480,,,,,,,4.06,0.00121308,,2.93,2.46,12.81,10.8,3345.88,3275.29,50,150,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,22,10,170,250,1.6,12.7,,0.22,14.52,,,12.2,12.2,9480,11560,,,,,,,2.93,0.001055363,,2.46,2,13.51,11.5,2774.4,3345.88,70,150,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,1,0,270,1.6,13.19,,0.22,15.01,,,12.6,12.6,0,11320,0,0,,,,,2.8,0.001113074,,6.63,6.32,0,0,2515.56,0,70,150,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,2,270,160,1.6,11.72,,0.22,13.54,,,11.4,11.4,11320,9760,,,,,,,4.28,0.001168033,,6.32,6.01,15.01,12.6,3660,2515.56,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,3,160,190,1.6,11.23,,0.22,13.05,,,11,11,9760,9320,,,,,,,3.47,0.001180258,,6.01,5.7,13.54,11.4,2943.16,3660,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,4,190,210,2.4,11.13,,0.22,13.75,,,11.7,11.7,9320,11280,,,,,,,3.34,0.001037234,,5.7,5.39,13.05,11,3222.86,2943.16,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,5,210,220,1.6,10.43,,0.18,12.21,,,10.3,10.3,11280,8560,,,,,,,2.81,0.001203271,,5.39,5.08,13.75,11.7,2334.55,3222.86,50,130,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,6,220,180,1.6,12.97,,0.2,14.77,,,12.4,12.4,8560,10720,,,,,,,4.13,0.001156716,,5.08,4.78,12.21,10.3,3573.33,2334.55,50,150,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,7,180,195,1.6,10.28,,0.2,12.08,,,10.2,10.2,10720,9080,,,,,,,3.14,0.001123348,,4.78,4.47,14.77,12.4,2793.85,3573.33,70,130,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,8,195,210,1.6,12.71,,0.21,14.52,,,12.2,12.2,9080,10600,,,,,,,3.49,0.001150943,,4.47,4.16,12.08,10.2,3028.57,2793.85,70,140,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,9,210,165,1.6,12.21,,0.22,14.03,,,11.8,11.8,10600,9320,,,,,,,4.29,0.001266094,,4.16,3.85,14.52,12.2,3389.09,3028.57,80,140,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,10,165,230,1.6,13.16,,0.24,15,,,12.6,12.6,9320,12880,,,,,,,3.29,0.000978261,,3.85,3.54,14.03,11.8,3360,3389.09,80,160,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,11,230,140,1.6,10.27,,0.21,12.08,,,10.2,10.2,12880,7400,,,,,,,4.37,0.001378378,,3.54,3.23,15,12.6,3171.43,3360,80,130,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,12,140,220,1.5,13.16,,0.24,14.9,,,12.5,12.5,7400,11920,,,,,,,3.41,0.001048658,,3.23,2.93,12.08,10.2,3250.91,3171.43,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,23,13,220,180,1.5,12.79,,0.24,14.53,,,12.2,12.2,11920,10480,,,,,,,4.07,0.001164122,,2.93,2.62,14.9,12.5,3493.33,3250.91,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,23,14,180,170,1.5,13.65,,0.24,15.39,,,12.9,12.9,10480,11030,,,,,,,4.55,0.001169538,,2.62,2.31,14.53,12.2,3892.94,3493.33,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,23,15,170,180,1.5,13.4,,0.24,15.14,,,12.7,12.7,11030,11800,,,,,,,4.23,0.001076271,,2.31,2,15.39,12.9,3933.33,3892.94,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,1,0,165,1.5,12.29,,0.25,14.04,,,11.8,11.8,0,9400,0,0,,,,,4.29,0.001255319,,6.63,6.2,0,0,3418.18,0,100,150,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,2,165,175,1.5,13.01,,0.26,14.77,,,12.4,12.4,9400,11960,,,,,,,4.25,0.001036789,,6.2,5.78,14.04,11.8,4100.57,3418.18,100,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,3,175,160,1.5,12.54,,0.25,14.29,,,12,12,11960,10500,,,,,,,4.5,0.001142857,,5.78,5.36,14.77,12.4,3937.5,4100.57,100,150,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,4,160,165,1.6,12.66,,0.25,14.51,,,12.2,12.2,10500,9920,,,,,,,4.44,0.001229839,,5.36,4.94,14.29,12,3607.27,3937.5,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,5,165,190,1.6,12.42,,0.25,14.27,,,12,12,9920,10880,,,,,,,3.79,0.001102941,,4.94,4.52,14.51,12.2,3435.79,3607.27,90,160,,,,,19,72,9,72,,
Godavari,SRM,NL,24,6,190,140,1.6,9.98,,0.25,11.83,,,10,10,10880,8840,,,,,,,4.29,0.001131222,,4.52,4.1,14.27,12,3788.57,3435.79,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,7,140,160,1.6,12.39,,0.27,14.26,,,12,12,8840,10120,,,,,,,4.5,0.001185771,,4.1,3.68,11.83,10,3795,3788.57,100,170,,,,,19,72,9,72,,
Godavari,SRM,NL,24,8,160,190,1.6,12.73,,0.29,14.62,,,12.3,12.3,10120,11240,,,,,,,3.88,0.001094306,,3.68,3.26,14.26,12,3549.47,3795,130,160,,,,,19,72,9,72,,
Godavari,SRM,NL,24,9,190,180,1.6,11.89,,0.28,13.77,,,11.6,11.6,11240,10160,,,,,,,3.87,0.001141732,,3.26,2.84,14.62,12.3,3386.67,3549.47,130,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,10,180,170,1.6,12.66,,0.25,14.51,,,12.2,12.2,10160,9520,,,,,,,4.31,0.001281513,,2.84,2.42,13.77,11.6,3360,3386.67,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,11,170,170,1.6,13.03,,0.25,14.88,,,12.5,12.5,9520,10560,,,,,,,4.41,0.001183712,,2.42,2,14.51,12.2,3727.06,3360,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,25,1,0,290,1.6,13.72,,0.28,15.6,,,13.1,13.1,0,12520,0,0,,,,,2.71,0.001046326,,6.63,6.35,0,0,2590.34,0,110,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,2,290,190,1.6,13.43,,0.32,15.35,,,12.9,12.9,12520,11640,,,,,,,4.07,0.001108247,,6.35,6.08,15.6,13.1,3675.79,2590.34,150,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,3,190,135,1.6,12.86,,0.29,14.75,,,12.4,12.4,11640,8320,,,,,,,5.51,0.001490385,,6.08,5.81,15.35,12.9,3697.78,3675.79,120,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,4,135,135,1.6,10.23,,0.24,12.07,,,10.2,10.2,8320,8760,,,,,,,4.53,0.001164384,,5.81,5.54,14.75,12.4,3893.33,3697.78,100,140,,,,,15,77,8,77,,
Godavari,SRM,NL,25,5,135,190,1.6,13.11,,0.28,14.99,,,12.6,12.6,8760,10400,,,,,,,3.98,0.001211538,,5.54,5.26,12.07,10.2,3284.21,3893.33,100,180,,,,,15,77,8,77,,
Godavari,SRM,NL,25,6,190,165,1.6,11.54,,0.27,13.41,,,11.3,11.3,10400,10080,,,,,,,4.11,0.001121032,,5.26,4.99,14.99,12.6,3665.45,3284.21,100,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,7,165,175,1.6,12.39,,0.27,14.26,,,12,12,10080,10120,,,,,,,4.11,0.001185771,,4.99,4.72,13.41,11.3,3469.71,3665.45,100,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,8,175,90,1.6,6.76,,0.19,8.55,,,7.3,7.3,10120,6120,,,,,,,4.87,0.00119281,,4.72,4.45,14.26,12,4080,3469.71,80,110,,,,,15,77,8,77,,
Godavari,SRM,NL,25,9,90,0,1.6,10.27,,0.21,12.08,,,10.2,10.2,6120,8360,,,,,,,#DIV/0!,0.001220096,,4.45,4.18,8.55,7.3,#DIV/0!,4080,80,130,,,,,20,60,20,60,,
Godavari,SRM,NL,25,10,0,0,1.6,12.86,,0.29,14.75,,,12.4,12.4,8360,10000,,,,,,,#DIV/0!,0.00124,,4.18,3.9,12.08,10.2,#DIV/0!,#DIV/0!,120,170,,,,,20,60,20,60,,
Godavari,SRM,NL,25,11,0,0,1.6,11.73,,0.31,13.64,,,11.5,11.5,10000,9960,,,,,,,#DIV/0!,0.001154618,,3.9,3.63,14.75,12.4,#DIV/0!,#DIV/0!,120,190,,,,,20,60,20,60,,
Godavari,SRM,NL,25,12,0,0,1.6,13.84,,0.29,15.72,,,13.2,13.2,9960,12240,,,,,,,#DIV/0!,0.001078431,,3.63,3.36,13.64,11.5,#DIV/0!,#DIV/0!,100,185,,,,,20,60,20,60,,
Godavari,SRM,NL,25,13,0,0,1.6,12.51,,0.28,14.38,,,12.1,12.1,12240,12080,,,,,,,#DIV/0!,0.001001656,,3.36,3.09,15.72,13.2,#DIV/0!,#DIV/0!,100,175,,,,,20,60,20,60,,
Godavari,SRM,NL,25,14,0,0,1.6,13.23,,0.28,15.11,,,12.7,12.7,12080,10190,,,,,,,#DIV/0!,0.00124632,,3.09,2.82,14.38,12.1,#DIV/0!,#DIV/0!,130,150,,,,,20,60,20,60,,
Godavari,SRM,NL,25,15,0,0,1.6,12.51,,0.27,14.38,,,12.1,12.1,10190,11320,,,,,,,#DIV/0!,0.001068905,,2.82,2.54,15.11,12.7,#DIV/0!,#DIV/0!,120,150,,,,,20,60,20,60,,
Godavari,SRM,NL,25,16,0,0,1.6,10.32,,0.27,12.19,,,10.3,10.3,11320,9520,,,,,,,#DIV/0!,0.001081933,,2.54,2.27,14.38,12.1,#DIV/0!,#DIV/0!,120,150,,,,,20,60,20,60,,
Godavari,SRM,NL,25,17,0,185,1.6,13.03,,0.25,14.88,,,12.5,12.5,9520,11440,,,,,,,4.05,0.001092657,,2.27,2,12.19,10.3,3710.27,#DIV/0!,100,150,,,,,16,68,16,68,,
Godavari,SRM,NL,26,1,0,190,1.6,13.26,,0.26,15.12,,,12.7,12.7,0,11640,0,0,,,,,4.01,0.001091065,,6.63,6.35,0,0,3675.79,0,100,160,,,,,16,68,16,68,,
Godavari,SRM,NL,26,2,190,175,1.6,13.13,,0.27,15,,,12.6,12.6,11640,14400,,,,,,,4.32,0.000875,,6.35,6.08,15.12,12.7,4937.14,3675.79,100,165,,,,,16,68,16,68,,
Godavari,SRM,NL,26,3,175,185,1.6,12.77,,0.26,14.63,,,12.3,12.3,14400,12400,,,,,,,3.99,0.000991935,,6.08,5.81,15,12.6,4021.62,4937.14,100,160,,,,,16,68,16,68,,
Godavari,SRM,NL,26,4,185,190,1.6,12.51,,0.27,14.38,,,12.1,12.1,12400,7880,,,,,,,3.82,0.001535533,,5.81,5.54,14.63,12.3,2488.42,4021.62,100,170,,,,,16,68,16,68,,
Godavari,SRM,NL,26,5,190,170,1.6,12.4,,0.26,14.26,,,12,12,7880,10240,,,,,,,4.24,0.001171875,,5.54,5.26,14.38,12.1,3614.12,2488.42,100,160,,,,,16,68,16,68,,
